iter, loss
1,1.0723901505129678
2,1.009482867036547
3,0.9468815224511283
4,0.907618077652795
5,0.8854528328350612
6,0.8722160845143454
7,0.8636242272172655
8,0.8576405768735068
9,0.8532418629101345
10,0.8498742401599884
11,0.8472137950147901
12,0.8450584510394505
13,0.8432758028166635
14,0.8417747982910702
15,0.8404923670632498
16,0.8393828134877341
17,0.8384122582844326
18,0.8375548710141864
19,0.8367917665413448
20,0.8361073860100338
21,0.8354895784173693
22,0.8349286437034606
23,0.834416298866272
24,0.8339460165160043
25,0.8335125437804631
26,0.8331110777173724
27,0.8327377848965781
28,0.8323896610736847
29,0.8320641131060464
30,0.8317585749285562
31,0.8314711400440761
32,0.8312002199036734
33,0.8309441200324468
34,0.8307014291627066
35,0.8304710643632072
36,0.8302519953250885
37,0.8300432578154973
38,0.8298440723759788
39,0.8296536455835615
40,0.8294714312894004
41,0.8292968024526324
42,0.8291291895934514
43,0.8289680911813464
44,0.8288130027907236
45,0.8286635761601584
46,0.8285195316587176
47,0.8283804529053824
48,0.8282460183756692
49,0.828115930386952
50,0.8279899626118796
51,0.8278679185254233
52,0.8277495382513319
53,0.82763467669487
54,0.8275230985028403
55,0.8274146139621734
56,0.827309160062245
57,0.8272064847605569
58,0.8271065272603716
59,0.8270090910366603
60,0.8269140776566096
61,0.826821334702628
62,0.8267308148315975
63,0.826642450434821
64,0.8265560293197631
65,0.8264715695381164
66,0.826388931104115
67,0.826307988677706
68,0.8262287362984249
69,0.8261510646343231
70,0.8260748970508576
71,0.8260002980913435
72,0.8259270867279598
73,0.8258553087711334
74,0.8257848143577575
75,0.8257155949728829
76,0.8256475300448282
77,0.8255806756019592
78,0.8255148775236947
79,0.825450177192688
80,0.8253865054675511
81,0.8253237865652356
82,0.8252620778764997
83,0.8252013032776969
84,0.8251413973740169
85,0.8250823153768267
86,0.8250240770408085
87,0.8249667211941311
88,0.8249101611546108
89,0.824854324885777
90,0.8247992663724082
91,0.8247449272019522
92,0.8246912491321564
93,0.8246382079805646
94,0.8245857574258532
95,0.8245339446408408
96,0.8244827716691153
97,0.8244322744437627
98,0.8243823116166251
99,0.8243330260685512
100,0.8242842548234122
